Date,Open,High,Low,Close,P/E,P/B,Div Yield %,MA50,MA200
2005-08-30,2337.8,2373.8,2337.75,2367.7,14.67,3.86,1.61,2277.526,2088.2070000000003
2005-08-31,2369.05,2387.0,2355.0,2384.6,14.78,3.89,1.59,2282.3320000000003,2090.735
2005-09-01,2384.7,2412.35,2382.9,2405.7,14.92,3.92,1.58,2287.0460000000003,2093.3205
2005-09-02,2406.45,2422.1,2396.1,2415.8,14.98,3.94,1.57,2291.616,2095.9395
2005-09-05,2417.1,2439.55,2414.95,2422.9,15.02,3.93,1.55,2296.3979999999997,2098.6925
2005-09-06,2422.4,2436.25,2417.0,2428.6,15.06,3.94,1.55,2301.084,2101.469
2005-09-08,2429.0,2456.9,2429.0,2454.4,15.22,3.98,1.53,2306.176,2104.2780000000002
2005-09-09,2448.8,2462.8,2441.9,2455.4,15.23,3.98,1.53,2311.8880000000004,2107.035
2005-09-12,2455.85,2486.35,2455.85,2484.1,15.41,4.03,1.51,2317.738,2109.9505000000004
2005-09-13,2484.0,2503.0,2477.1,2500.3,15.51,4.05,1.5,2323.332,2112.754
2005-09-14,2500.4,2514.75,2476.0,2492.4,15.46,4.04,1.51,2328.942,2115.422
2005-09-15,2492.85,2527.5,2492.75,2523.9,15.66,4.09,1.49,2334.808,2118.2315
2005-09-16,2524.9,2555.1,2519.05,2552.3,15.83,4.14,1.47,2341.64,2120.998
2005-09-19,2555.45,2579.7,2550.45,2567.1,15.92,4.07,1.57,2348.4179999999997,2123.8525
2005-09-20,2567.2,2582.8,2546.6,2578.0,15.99,4.09,1.56,2356.39,2126.777
2005-09-21,2576.7,2585.6,2504.9,2567.3,15.93,4.07,1.57,2363.812,2129.65
2005-09-22,2567.85,2580.4,2465.85,2476.5,15.36,3.93,1.63,2368.966,2132.143
2005-09-23,2480.5,2507.9,2453.05,2477.7,15.37,3.93,1.63,2374.104,2134.5820000000003
2005-09-26,2477.85,2560.85,2477.85,2557.3,15.88,3.94,1.73,2381.17,2137.5235000000002
2005-09-27,2558.5,2592.5,2549.85,2574.8,15.99,3.97,1.72,2388.964,2140.471
2005-09-28,2574.45,2602.95,2559.85,2598.0,16.13,4.0,1.7,2396.674,2143.4269999999997
2005-09-29,2598.6,2633.9,2589.45,2611.2,16.21,4.03,1.69,2404.218,2146.3395
2005-09-30,2607.9,2623.05,2567.75,2601.4,16.15,4.01,1.7,2411.5,2149.1805000000004
2005-10-03,2601.0,2635.0,2597.2,2630.0,16.33,4.06,1.68,2419.262,2152.27
2005-10-04,2630.0,2667.05,2629.6,2663.3,16.54,4.11,1.66,2427.9179999999997,2155.4525
2005-10-05,2663.7,2669.2,2636.6,2644.4,16.42,4.08,1.67,2435.494,2158.4515
2005-10-06,2643.8,2643.8,2571.3,2579.1,16.02,3.98,1.71,2441.2419999999997,2161.1705
2005-10-07,2577.2,2603.25,2547.55,2574.0,15.99,3.97,1.72,2446.66,2163.815
2005-10-10,2577.1,2595.15,2561.0,2566.8,15.94,3.96,1.72,2451.614,2166.3354999999997
2005-10-11,2569.15,2592.0,2533.7,2589.5,16.0,3.99,1.71,2457.158,2168.97
2005-10-13,2584.4,2589.35,2529.05,2537.3,15.67,3.91,1.74,2461.544,2171.3
2005-10-14,2537.7,2548.0,2478.0,2484.4,15.3,3.83,1.78,2464.16,2173.374
2005-10-17,2488.4,2498.6,2459.5,2485.1,15.27,3.8,1.78,2466.722,2175.5005
2005-10-18,2485.25,2517.7,2452.5,2468.2,15.17,3.78,1.79,2468.73,2177.439
2005-10-19,2467.8,2467.85,2394.95,2412.4,14.81,3.69,1.83,2469.7540000000004,2178.926
2005-10-20,2421.4,2463.85,2363.55,2395.4,14.69,3.67,1.85,2471.174,2180.3844999999997
2005-10-21,2397.85,2447.85,2384.05,2443.7,15.02,3.74,1.81,2473.674,2182.442
2005-10-24,2444.2,2460.0,2388.4,2394.8,14.72,3.67,1.85,2474.368,2184.4244999999996
2005-10-25,2394.95,2444.6,2390.85,2418.2,14.81,3.7,1.83,2475.114,2186.438
2005-10-26,2418.45,2434.0,2401.1,2408.5,14.58,3.69,1.84,2476.054,2188.5705
2005-10-27,2408.95,2416.45,2338.6,2352.9,14.01,3.6,1.88,2475.716,2190.575
2005-10-28,2352.65,2355.15,2307.45,2316.0,13.74,3.55,1.91,2473.974,2192.587
2005-10-31,2314.85,2373.4,2314.2,2370.9,14.23,3.63,1.87,2473.624,2194.669
2005-11-01,2366.8,2410.15,2366.8,2386.7,14.32,3.65,1.85,2473.69,2196.947
2005-11-02,2386.45,2423.8,2367.75,2419.0,14.52,3.7,1.83,2474.714,2199.3775
2005-11-07,2419.25,2464.65,2411.6,2461.6,14.77,3.77,1.8,2477.424,2202.0155
2005-11-08,2463.65,2502.9,2460.0,2492.6,14.96,3.82,1.78,2480.8259999999996,2204.8455000000004
2005-11-09,2493.1,2519.4,2475.7,2489.1,14.94,3.81,1.78,2483.518,2207.6645
2005-11-10,2489.1,2504.75,2480.85,2500.7,15.01,3.83,1.77,2486.392,2210.623
2005-11-11,2500.85,2551.4,2500.85,2548.6,15.29,3.9,1.74,2490.612,2213.707
2005-11-14,2548.55,2576.95,2534.4,2558.7,15.36,3.92,1.73,2494.4320000000002,2216.7255
2005-11-16,2559.45,2585.95,2559.45,2582.7,15.5,3.96,1.71,2498.394,2219.5975
2005-11-17,2558.45,2608.85,2558.45,2603.9,15.63,3.99,1.7,2502.358,2222.329
2005-11-18,2604.0,2632.35,2595.15,2620.0,15.73,4.01,1.69,2506.442,2225.13
2005-11-21,2620.1,2626.4,2591.75,2602.5,15.65,3.99,1.7,2510.034,2227.8815000000004
2005-11-22,2603.25,2614.0,2567.05,2572.8,15.47,3.95,1.72,2512.9179999999997,2230.3485
2005-11-23,2572.85,2613.4,2563.1,2608.6,15.68,4.0,1.69,2516.002,2233.002
2005-11-24,2608.9,2643.7,2608.7,2635.0,15.84,4.04,1.68,2519.594,2235.9015
2005-11-25,2635.35,2668.9,2633.75,2664.3,16.02,4.09,1.66,2523.1980000000003,2238.9475
2005-11-26,2664.85,2686.5,2664.7,2683.4,16.13,4.12,1.65,2526.86,2242.0145
2005-11-28,2683.6,2717.15,2682.65,2712.0,16.31,4.15,1.64,2531.252,2245.258
2005-11-29,2712.35,2713.9,2679.9,2698.3,16.22,4.13,1.65,2534.74,2248.3395
2005-11-30,2698.1,2727.05,2647.1,2652.2,15.95,4.06,1.68,2536.738,2251.1095
2005-12-01,2651.6,2705.0,2641.95,2698.9,16.23,4.13,1.65,2539.3740000000003,2254.1545
2005-12-02,2699.55,2730.7,2691.5,2697.9,16.22,4.13,1.65,2541.772,2257.3
2005-12-05,2697.6,2710.65,2654.35,2660.5,16.0,4.08,1.68,2543.636,2260.2929999999997
2005-12-06,2661.4,2694.4,2647.35,2662.3,16.01,4.08,1.68,2547.3520000000003,2263.3269999999998
2005-12-07,2662.3,2697.1,2662.3,2693.0,16.2,4.13,1.66,2551.6580000000004,2266.5759999999996
2005-12-08,2694.95,2711.6,2673.5,2706.7,16.28,4.15,1.65,2554.646,2269.8175
2005-12-09,2706.75,2761.1,2698.0,2756.4,16.58,4.22,1.62,2558.278,2273.314
2005-12-12,2756.4,2789.35,2756.4,2776.2,16.7,4.25,1.61,2561.842,2276.9185
2005-12-13,2776.8,2815.3,2764.65,2812.3,16.91,4.31,1.59,2565.864,2280.6755000000003
2005-12-14,2812.8,2825.65,2788.3,2804.5,16.87,4.3,1.59,2569.926,2284.1820000000002
2005-12-15,2805.2,2821.5,2763.35,2778.5,16.71,4.26,1.61,2572.8959999999997,2287.6525
2005-12-16,2778.65,2814.9,2766.5,2810.1,16.9,4.3,1.59,2575.8320000000003,2291.2369999999996
2005-12-19,2808.35,2846.0,2803.45,2842.6,17.2,4.38,1.56,2579.7960000000003,2294.806
2005-12-20,2843.15,2853.1,2815.2,2826.2,17.1,4.35,1.57,2584.7380000000003,2298.1965
2005-12-21,2826.45,2847.3,2799.45,2822.9,17.08,4.35,1.57,2589.716,2301.5105
2005-12-22,2826.7,2846.65,2818.65,2835.2,17.15,4.37,1.56,2595.084,2304.842
2005-12-23,2835.7,2857.0,2799.7,2804.8,16.97,4.32,1.58,2599.39,2308.062
2005-12-26,2804.3,2804.3,2741.8,2749.6,16.64,4.24,1.61,2603.636,2310.973
2005-12-27,2746.25,2812.6,2725.7,2805.9,16.98,4.32,1.58,2610.0660000000003,2314.2325
2005-12-28,2806.8,2824.3,2780.0,2794.0,16.91,4.31,1.59,2616.244,2317.471
2005-12-29,2792.75,2829.4,2792.75,2821.9,17.07,4.35,1.57,2623.3179999999998,2320.936
2005-12-30,2823.95,2845.55,2812.75,2836.5,17.16,4.37,1.56,2631.8,2324.491
2006-01-02,2836.8,2849.45,2825.4,2835.9,17.16,4.37,1.56,2640.61,2328.178
2006-01-03,2835.95,2887.2,2832.05,2883.3,17.45,4.44,1.54,2649.402,2332.049
2006-01-04,2883.0,2909.35,2883.0,2904.4,17.58,4.48,1.53,2659.594,2336.0879999999997
2006-01-05,2904.45,2916.2,2884.8,2899.8,17.55,4.47,1.53,2669.2260000000006,2340.279
2006-01-06,2899.85,2921.7,2877.25,2914.0,17.64,4.49,1.52,2679.3360000000002,2344.7169999999996
2006-01-09,2913.35,2927.25,2898.25,2910.1,17.62,4.49,1.52,2690.48,2349.1905
2006-01-10,2910.15,2913.05,2865.6,2870.8,17.37,4.43,1.54,2701.5760000000005,2353.3975
2006-01-12,2869.35,2869.35,2824.0,2850.7,17.28,4.4,1.55,2711.1719999999996,2357.732
2006-01-13,2851.4,2878.35,2846.7,2850.5,17.25,4.4,1.55,2720.448,2362.016
2006-01-16,2851.35,2855.7,2824.05,2833.1,17.14,4.37,1.56,2728.73,2366.0035000000003
2006-01-17,2833.8,2861.25,2820.65,2829.1,17.12,4.36,1.57,2736.08,2369.8109999999997
2006-01-18,2809.9,2840.1,2783.85,2809.2,16.53,4.24,1.61,2742.4119999999994,2373.54
2006-01-19,2811.1,2875.95,2811.1,2870.8,16.87,4.33,1.58,2750.0460000000003,2377.6315
2006-01-20,2870.8,2912.8,2870.8,2900.9,16.91,4.38,1.56,2758.05,2381.7895000000003
2006-01-23,2900.3,2900.3,2870.95,2884.0,16.83,4.35,1.57,2764.758,2385.9455
2006-01-24,2886.35,2914.25,2885.75,2908.0,16.86,4.39,1.56,2771.744,2390.3295000000003
2006-01-25,2908.75,2949.1,2871.25,2940.3,17.02,4.44,1.54,2778.896,2394.99
2006-01-27,2941.9,2989.7,2941.9,2982.7,17.42,4.5,1.52,2786.472,2399.779
2006-01-30,2983.3,3002.2,2963.65,2974.5,17.91,4.49,1.52,2793.562,2404.5245
2006-01-31,2968.95,3005.1,2968.85,3001.1,17.9,4.53,1.51,2801.534,2409.7484999999997
2006-02-01,3001.3,3011.05,2960.9,2971.5,17.73,4.49,1.52,2809.508,2414.9669999999996
2006-02-02,2972.2,2997.25,2957.55,2967.4,17.7,4.48,1.53,2816.684,2420.257
2006-02-03,2968.1,2973.9,2931.85,2940.6,17.54,4.44,1.54,2822.7960000000003,2425.3115
2006-02-06,2940.95,3009.45,2928.1,3000.4,17.9,4.53,1.51,2829.518,2430.571
2006-02-07,3001.15,3025.1,2991.25,3020.1,18.02,4.56,1.5,2836.252,2435.835
2006-02-08,3018.2,3021.25,2984.9,3008.9,17.95,4.54,1.5,2842.19,2441.025
2006-02-10,3009.15,3031.75,3009.1,3027.5,18.03,4.57,1.49,2848.7740000000003,2446.377
2006-02-13,3026.15,3042.75,3018.5,3041.1,18.11,4.59,1.49,2856.552,2451.9055
2006-02-14,3040.25,3051.7,3009.9,3017.5,17.93,4.56,1.5,2862.9240000000004,2457.2865
2006-02-15,3001.4,3048.8,2995.3,3022.2,17.96,4.56,1.5,2869.41,2462.885
2006-02-16,3023.1,3036.65,3013.7,3021.6,17.95,4.56,1.5,2876.6319999999996,2468.4095
2006-02-17,3021.65,3038.8,2976.7,2981.5,17.71,4.5,1.52,2883.0159999999996,2473.7135
2006-02-20,2982.35,3010.65,2955.85,3005.8,17.86,4.54,1.51,2889.272,2479.0295
2006-02-21,3008.55,3042.05,3008.55,3035.5,18.03,4.58,1.49,2895.8480000000004,2484.3905
2006-02-22,3035.65,3055.65,3032.5,3050.8,18.13,4.61,1.48,2901.736,2489.757
2006-02-23,3050.85,3078.4,3050.85,3062.1,18.19,4.62,1.48,2907.454,2495.064
2006-02-24,3061.7,3072.0,3041.6,3050.0,18.12,4.61,1.48,2912.208,2500.3425
2006-02-27,3050.3,3070.35,3050.3,3067.4,18.22,4.63,1.48,2917.466,2505.75
2006-02-28,3067.9,3090.3,3031.8,3074.7,18.27,4.64,1.47,2923.39,2511.1580000000004
2006-03-01,3074.6,3127.25,3064.0,3123.1,18.56,4.72,1.45,2929.65,2516.832
2006-03-02,3124.25,3170.35,3124.25,3150.7,18.73,4.76,1.44,2935.812,2522.5225
2006-03-03,3151.3,3167.2,3132.6,3147.3,18.71,4.75,1.44,2942.2340000000004,2528.305
2006-03-06,3147.25,3194.0,3147.2,3190.4,18.96,4.82,1.42,2949.5840000000003,2534.3435
2006-03-07,3190.45,3192.95,3166.75,3182.8,18.92,4.81,1.42,2956.5359999999996,2540.3035
2006-03-08,3183.45,3187.5,3107.9,3116.7,18.53,4.71,1.45,2962.7740000000003,2545.925
2006-03-09,3116.75,3132.65,3069.85,3129.1,18.6,4.73,1.45,2970.364,2551.501
2006-03-10,3129.05,3189.35,3128.6,3183.9,18.93,4.81,1.42,2977.9240000000004,2557.2775
2006-03-13,3184.1,3221.3,3174.05,3202.6,19.04,4.84,1.41,2986.0959999999995,2563.0715
2006-03-14,3197.2,3223.45,3184.05,3195.3,19.0,4.83,1.42,2993.5640000000003,2568.6744999999996
2006-03-16,3197.3,3230.4,3196.95,3226.6,19.18,4.87,1.4,3001.3660000000004,2574.4255000000003
2006-03-17,3226.9,3258.3,3226.9,3234.0,19.25,4.89,1.4,3009.3280000000004,2580.2335000000003
2006-03-20,3234.2,3268.25,3234.2,3265.6,19.44,4.94,1.38,3016.974,2586.124
2006-03-21,3264.65,3292.15,3247.25,3262.3,19.42,4.93,1.38,3024.132,2591.998
2006-03-22,3263.35,3267.95,3221.95,3240.1,19.28,4.9,1.39,3030.938,2597.8755
2006-03-23,3240.85,3265.6,3225.2,3247.1,19.33,4.91,1.39,3037.6,2603.64
2006-03-24,3247.15,3286.2,3242.6,3279.8,19.52,4.96,1.38,3044.994,2609.5775
2006-03-27,3283.4,3327.05,3280.8,3321.6,19.77,5.02,1.36,3054.01,2615.7215
2006-03-28,3321.45,3344.5,3311.85,3325.0,19.79,5.03,1.36,3063.4960000000005,2621.8559999999998
2006-03-29,3324.85,3359.8,3324.8,3354.2,19.97,5.07,1.35,3073.57,2628.065
2006-03-30,3354.25,3433.85,3354.25,3418.9,20.35,5.17,1.32,3085.2859999999996,2634.6435
2006-03-31,3420.55,3425.45,3381.9,3402.5,20.26,5.15,1.33,3096.7540000000004,2641.2030000000004
2006-04-03,3403.15,3478.25,3402.45,3473.3,20.68,5.26,1.3,3110.0359999999996,2648.0559999999996
2006-04-04,3473.1,3508.25,3463.85,3483.1,20.74,5.27,1.3,3122.282,2654.91
2006-04-05,3483.15,3513.95,3483.15,3510.9,20.9,5.31,1.29,3134.482,2661.8214999999996
2006-04-07,3525.6,3555.5,3445.9,3454.8,20.57,5.23,1.31,3145.8979999999997,2668.4770000000003
2006-04-10,3455.0,3489.05,3430.4,3478.4,20.71,5.26,1.3,3157.3060000000005,2675.252
2006-04-12,3479.1,3484.65,3366.75,3380.0,20.13,5.12,1.34,3166.1,2681.4305000000004
2006-04-13,3380.4,3391.05,3290.35,3345.5,19.91,5.06,1.35,3173.356,2687.3080000000004
2006-04-17,3342.15,3433.65,3342.15,3425.1,20.34,5.18,1.32,3182.368,2693.4970000000003
2006-04-18,3429.0,3521.95,3429.0,3518.1,20.76,5.32,1.28,3192.708,2700.1684999999998
2006-04-19,3523.65,3570.5,3502.75,3535.8,20.79,5.35,1.28,3203.994,2706.876
2006-04-20,3539.8,3578.35,3527.25,3573.5,21.01,5.41,1.26,3216.1160000000004,2713.7445000000002
2006-04-21,3576.75,3592.75,3517.1,3573.0,21.01,5.41,1.26,3228.764,2720.7605000000003
2006-04-24,3572.8,3585.35,3536.3,3548.9,20.85,5.37,1.27,3239.7340000000004,2727.5469999999996
2006-04-25,3548.8,3552.65,3433.55,3462.6,20.37,5.24,1.3,3248.5840000000003,2733.757
2006-04-26,3462.65,3562.3,3454.1,3555.7,20.93,5.38,1.27,3259.52,2740.4759999999997
2006-04-27,3554.7,3598.95,3492.75,3508.1,20.58,5.31,1.29,3269.132,2746.8635
2006-04-28,3507.45,3517.65,3342.85,3508.3,20.08,5.31,1.29,3278.4759999999997,2753.3515
2006-04-29,3508.35,3565.75,3508.35,3557.6,20.31,5.39,1.27,3289.278,2759.9984999999997
2006-05-02,3557.55,3622.05,3556.9,3605.4,20.46,5.46,1.25,3300.942,2767.1285000000003
2006-05-03,3604.4,3640.8,3581.4,3634.2,20.62,5.5,1.24,3313.1940000000004,2774.3185
2006-05-04,3630.65,3674.5,3621.55,3648.4,20.7,5.52,1.24,3326.532,2781.4665000000005
2006-05-05,3649.45,3676.55,3639.55,3663.9,20.77,5.55,1.23,3339.6939999999995,2788.6820000000002
2006-05-08,3668.65,3708.55,3668.65,3693.1,20.93,5.59,1.22,3352.8459999999995,2796.1275
2006-05-09,3694.65,3725.4,3655.65,3720.5,21.09,5.63,1.21,3366.24,2803.8045
2006-05-10,3720.75,3758.05,3717.25,3754.2,21.28,5.68,1.2,3380.0820000000003,2811.513
2006-05-11,3755.8,3774.15,3687.9,3701.0,20.98,5.6,1.22,3393.1020000000003,2818.848
2006-05-12,3704.15,3704.15,3633.85,3650.0,20.69,5.53,1.24,3404.7540000000004,2825.9114999999997
2006-05-15,3651.0,3653.0,3482.85,3502.9,19.86,5.3,1.29,3413.3179999999998,2832.2164999999995
2006-05-16,3502.95,3543.5,3382.4,3523.3,19.97,5.34,1.28,3421.3219999999997,2838.6805
2006-05-17,3525.05,3641.85,3525.05,3635.1,20.62,5.51,1.24,3431.01,2845.528
2006-05-18,3636.45,3636.45,3365.9,3388.9,19.26,5.13,1.33,3435.842,2851.014
2006-05-19,3391.85,3493.05,3205.25,3246.9,18.51,4.92,1.39,3436.972,2855.7330000000006
2006-05-22,3254.3,3313.9,2896.4,3081.3,17.52,4.67,1.46,3434.942,2859.544
2006-05-23,3068.6,3221.05,2997.35,3199.3,18.19,4.85,1.41,3436.5939999999996,2863.9790000000003
2006-05-24,3203.5,3249.75,3091.6,3115.5,17.71,4.63,1.46,3436.3219999999997,2867.9665000000005
2006-05-25,3114.7,3198.35,3012.95,3177.7,18.39,4.73,1.43,3436.198,2872.087
2006-05-26,3177.7,3277.95,3177.7,3209.6,18.28,4.77,1.42,3436.3379999999997,2876.35
2006-05-29,3207.25,3255.25,3193.15,3214.9,18.27,4.78,1.41,3436.73,2880.5854999999997
2006-05-30,3215.5,3252.1,3167.05,3185.3,18.11,4.74,1.43,3435.9039999999995,2884.706
2006-05-31,3181.95,3181.95,2972.9,3071.0,17.46,4.57,1.48,3432.644,2888.4390000000003
2006-06-01,3072.55,3130.0,2936.6,2962.2,16.78,4.41,1.53,3426.5759999999996,2891.6564999999996
2006-06-02,2961.5,3099.35,2940.2,3091.3,17.51,4.6,1.47,3423.156,2895.3125
2006-06-05,3092.6,3125.4,3006.4,3016.6,17.09,4.49,1.51,3418.6859999999997,2898.491
2006-06-06,3015.05,3015.05,2910.3,2937.3,16.64,4.35,1.62,3412.4900000000007,2901.37
2006-06-07,2935.25,2956.9,2819.45,2860.4,16.21,4.23,1.66,3404.1020000000003,2903.823
2006-06-08,2856.9,2859.4,2683.2,2724.3,15.44,4.03,1.74,3392.156,2905.429
2006-06-09,2721.2,2875.75,2707.85,2866.3,16.24,4.24,1.65,3382.982,2907.8185000000003
2006-06-12,2867.65,2877.8,2761.85,2776.8,15.73,4.11,1.71,3371.434,2909.7855
2006-06-13,2773.6,2773.6,2638.1,2663.3,15.09,3.94,1.78,3356.3219999999997,2911.263
2006-06-14,2665.05,2767.75,2595.65,2632.8,14.92,3.9,1.8,3340.928,2912.7964999999995
2006-06-15,2634.1,2814.15,2634.1,2798.8,15.91,4.14,1.69,3327.438,2915.178
2006-06-16,2799.85,2960.15,2799.85,2890.3,16.43,4.28,1.64,3315.5820000000003,2917.857
2006-06-19,2892.0,2932.9,2846.5,2916.9,16.58,4.2,1.65,3303.702,2920.6564999999996
2006-06-20,2919.0,2919.0,2837.45,2861.3,16.27,4.12,1.68,3291.8320000000003,2923.275
2006-06-21,2861.4,2930.8,2836.4,2923.4,16.62,4.21,1.65,3280.7319999999995,2926.0535000000004
2006-06-22,2923.75,3017.65,2923.75,2994.7,17.03,4.31,1.61,3273.026,2929.104
2006-06-23,2993.55,3063.2,2920.2,3042.7,17.3,4.38,1.58,3266.97,2932.289
2006-06-25,3043.15,3083.0,3035.95,3050.3,17.34,4.39,1.58,3259.474,2935.4614999999994
2006-06-26,3051.8,3059.85,2928.0,2943.2,16.73,4.24,1.64,3247.9760000000006,2938.0630000000006
2006-06-27,2943.6,3004.15,2899.25,2982.4,17.36,4.44,1.57,3236.908,2940.8319999999994
2006-06-28,2982.2,3003.65,2909.6,2981.1,17.57,4.44,1.57,3225.06,2943.4655000000002
2006-06-29,2982.9,3049.25,2982.9,2997.9,17.67,4.46,1.56,3213.558,2946.178
2006-06-30,2993.5,3134.15,2993.5,3128.2,18.44,4.66,1.49,3205.144,2949.3985000000002
2006-07-03,3128.75,3160.35,3114.85,3150.9,18.57,4.69,1.48,3198.91,2952.6515000000004
2006-07-04,3151.05,3177.4,3130.3,3138.6,18.5,4.67,1.49,3190.5679999999998,2955.8825
2006-07-05,3136.95,3201.2,3121.8,3197.1,18.84,4.76,1.46,3184.348,2959.2484999999997
2006-07-06,3197.5,3197.5,3138.4,3156.4,18.6,4.7,1.48,3177.31,2962.2690000000002
2006-07-07,3157.95,3193.1,3056.3,3075.8,18.13,4.58,1.52,3167.6740000000004,2964.8125
2006-07-10,3077.1,3147.7,3064.1,3142.0,18.52,4.68,1.49,3158.4060000000004,2967.6325
2006-07-11,3145.3,3146.0,3100.4,3116.1,18.36,4.64,1.5,3148.0440000000003,2970.3765000000003
2006-07-12,3124.95,3201.35,3078.25,3195.9,18.76,4.76,1.46,3138.994,2973.9734999999996
2006-07-13,3196.3,3208.85,3148.95,3169.3,18.61,4.72,1.47,3129.1020000000003,2977.4315
2006-07-14,3166.25,3166.25,3089.55,3123.3,18.33,4.47,1.54,3117.706,2980.2615
2006-07-17,3123.65,3125.1,2999.35,3007.5,17.63,4.3,1.59,3103.4460000000004,2982.425
2006-07-18,3007.15,3038.25,2967.95,2993.6,17.52,4.28,1.59,3088.2339999999995,2984.403
2006-07-19,2995.85,3045.35,2919.95,2932.7,17.0,4.19,1.63,3072.868,2986.0105
2006-07-20,2943.65,3041.25,2943.65,3023.0,17.43,4.32,1.58,3060.328,2988.1184999999996
2006-07-21,3025.1,3029.1,2930.15,2945.0,16.93,4.21,1.62,3049.17,2989.6935
2006-07-24,2944.9,2996.65,2878.25,2985.8,17.13,4.27,1.6,3038.42,2991.3060000000005
2006-07-25,2989.5,3046.95,2987.15,3040.5,17.44,4.35,1.57,3026.528,2993.2865
2006-07-26,3040.45,3121.4,3022.7,3110.1,17.58,4.45,1.53,3020.952,2995.9415000000004
2006-07-27,3109.85,3167.1,3109.85,3156.1,17.83,4.3,1.57,3019.136,2998.8520000000003
2006-07-28,3158.0,3168.5,3109.45,3130.8,17.57,4.27,1.59,3020.1259999999997,3001.672
2006-07-31,3131.35,3179.7,3110.6,3143.2,17.64,4.29,1.58,3019.0040000000004,3004.4404999999997
2006-08-01,3128.2,3154.7,3113.6,3147.8,17.67,4.29,1.58,3019.65,3007.493
2006-08-02,3129.45,3187.85,3127.9,3182.1,17.86,4.34,1.56,3019.738,3010.9815000000003
2006-08-03,3182.55,3234.25,3175.15,3190.0,17.9,4.35,1.56,3019.3459999999995,3014.506
2006-08-04,3189.7,3228.15,3161.8,3176.7,17.83,4.33,1.56,3018.5820000000003,3018.0485
2006-08-07,3176.7,3178.5,3142.55,3151.1,17.69,4.3,1.58,3017.8980000000006,3021.742
2006-08-08,3151.55,3216.75,3151.55,3212.4,18.03,4.38,1.55,3020.7260000000006,3025.8269999999993
2006-08-09,3211.55,3267.2,3187.85,3254.6,18.27,4.44,1.53,3026.574,3029.8815000000004
2006-08-10,3254.6,3274.75,3229.45,3260.1,18.3,4.45,1.52,3029.95,3034.208
2006-08-11,3260.05,3286.5,3236.95,3274.3,18.38,4.46,1.52,3035.1040000000003,3038.4885
2006-08-14,3274.95,3317.8,3269.15,3313.1,18.6,4.52,1.5,3042.62,3043.0115
2006-08-16,3314.75,3377.1,3314.75,3356.0,18.84,4.58,1.48,3052.532,3048.027
2006-08-17,3359.7,3385.15,3328.6,3353.9,18.83,4.54,1.5,3065.1240000000003,3053.2164999999995
2006-08-18,3354.5,3366.25,3332.2,3356.7,18.84,4.54,1.5,3074.9319999999993,3058.1455
2006-08-21,3356.8,3374.9,3332.9,3366.0,18.88,4.56,1.49,3086.716,3063.042
2006-08-22,3369.6,3398.35,3351.5,3364.6,18.88,4.55,1.49,3100.742,3067.77
2006-08-23,3363.6,3369.65,3325.1,3335.8,18.71,4.52,1.51,3114.802,3072.1410000000005
2006-08-24,3336.65,3379.55,3304.85,3370.4,18.91,4.56,1.49,3126.2340000000004,3076.53
2006-08-25,3368.55,3402.7,3368.55,3385.9,19.0,4.58,1.48,3136.1459999999997,3081.0139999999997
2006-08-28,3386.0,3405.3,3377.75,3401.1,19.08,4.6,1.48,3145.83,3085.5159999999996
2006-08-29,3405.05,3434.95,3396.1,3425.7,19.22,4.64,1.47,3157.118,3089.9015000000004
2006-08-30,3425.8,3440.2,3407.75,3430.3,19.25,4.58,1.47,3167.2560000000003,3094.2594999999997
2006-08-31,3404.5,3452.3,3403.65,3413.9,19.15,4.55,1.47,3175.64,3098.4155
2006-09-01,3414.0,3439.5,3402.9,3435.4,19.68,4.5,1.43,3183.4939999999997,3102.573
2006-09-04,3435.55,3483.1,3435.55,3476.8,19.92,4.56,1.41,3192.0240000000003,3106.857
2006-09-05,3471.4,3488.6,3457.9,3473.7,19.9,4.55,1.42,3202.6339999999996,3111.2129999999997
2006-09-06,3474.4,3490.7,3465.8,3477.2,19.92,4.56,1.41,3212.53,3115.735
2006-09-07,3477.15,3478.85,3438.8,3454.5,19.79,4.53,1.42,3221.998,3119.9644999999996
2006-09-08,3454.65,3477.95,3442.85,3471.4,19.89,4.55,1.42,3231.468,3124.1465
2006-09-11,3470.35,3486.65,3351.3,3366.1,19.29,4.41,1.46,3236.2260000000006,3127.6555
2006-09-12,3363.3,3395.05,3328.45,3389.9,19.42,4.44,1.45,3241.006,3131.188
2006-09-13,3389.85,3470.65,3389.8,3454.5,19.81,4.5,1.4,3247.324,3134.9004999999997
2006-09-14,3454.6,3484.0,3454.6,3471.6,19.91,4.53,1.4,3252.8140000000003,3138.7669999999994
2006-09-15,3471.65,3487.45,3434.55,3478.6,19.95,4.53,1.39,3259.2580000000003,3142.8990000000003
2006-09-18,3478.65,3506.2,3478.4,3492.7,20.03,4.55,1.39,3267.5959999999995,3146.868
2006-09-19,3493.5,3514.95,3438.8,3457.3,19.83,4.51,1.4,3273.902,3150.665
2006-09-20,3457.85,3509.85,3419.75,3502.8,20.09,4.57,1.38,3281.636,3154.8765
2006-09-21,3506.7,3556.35,3506.7,3553.0,20.38,4.63,1.36,3288.778,3159.33
2006-09-22,3554.05,3562.45,3525.4,3544.0,20.33,4.62,1.37,3296.272,3163.585
